seed,method,target_fraction,n_targeted,n_treated,n_control,uplift,uplift_ci95_low,uplift_ci95_high,incremental_conversions_per_10000,incremental_conversions_per_10000_ci95_low,incremental_conversions_per_10000_ci95_high,cumulative_gain,auuc,qini,train_index_hash,test_index_hash
137,dr_learner,0.3,15003,7727,7276,0.0643166621998,0.04903425063,0.0812281854507,643.166621998,490.3425063,812.281854507,964.942882984,0.0207196032537,0.0144826085226,19bd6790d07ff4f9e830e20f688bd4c46fbcec28aa6896089cdd8309928b4bc7,fe788b2c306f9da5469aabc3eea3cfe3100cb88949196986e8f56028570499fa
137,dr_learner,0.5,25005,12712,12293,0.0500225521931,0.0373752374245,0.0629488773997,500.225521931,373.752374245,629.488773997,1250.81391759,0.0207196032537,0.0144826085226,19bd6790d07ff4f9e830e20f688bd4c46fbcec28aa6896089cdd8309928b4bc7,fe788b2c306f9da5469aabc3eea3cfe3100cb88949196986e8f56028570499fa
137,causal_forest_dml,0.05,2500,1315,1185,0.0730423063965,0.0341932585712,0.112300300011,730.423063965,341.932585712,1123.00300011,182.605765991,0.0156886577136,0.0105248835938,19bd6790d07ff4f9e830e20f688bd4c46fbcec28aa6896089cdd8309928b4bc7,fe788b2c306f9da5469aabc3eea3cfe3100cb88949196986e8f56028570499fa
137,causal_forest_dml,0.1,5001,2513,2488,0.0662174058241,0.0382722863617,0.0949462913429,662.174058241,382.722863617,949.462913429,331.153246526,0.0156886577136,0.0105248835938,19bd6790d07ff4f9e830e20f688bd4c46fbcec28aa6896089cdd8309928b4bc7,fe788b2c306f9da5469aabc3eea3cfe3100cb88949196986e8f56028570499fa
137,causal_forest_dml,0.2,10002,5034,4968,0.0533389857184,0.0337951926897,0.0736648699472,533.389857184,337.951926897,736.648699472,533.496535155,0.0156886577136,0.0105248835938,19bd6790d07ff4f9e830e20f688bd4c46fbcec28aa6896089cdd8309928b4bc7,fe788b2c306f9da5469aabc3eea3cfe3100cb88949196986e8f56028570499fa
137,causal_forest_dml,0.3,15003,7555,7448,0.0472192820142,0.0310565302177,0.0630356160978,472.192820142,310.565302177,630.356160978,708.43088806,0.0156886577136,0.0105248835938,19bd6790d07ff4f9e830e20f688bd4c46fbcec28aa6896089cdd8309928b4bc7,fe788b2c306f9da5469aabc3eea3cfe3100cb88949196986e8f56028570499fa
137,causal_forest_dml,0.5,25005,12559,12446,0.0437656645336,0.0313135527548,0.0555448819896,437.656645336,313.135527548,555.448819896,1094.36044166,0.0156886577136,0.0105248835938,19bd6790d07ff4f9e830e20f688bd4c46fbcec28aa6896089cdd8309928b4bc7,fe788b2c306f9da5469aabc3eea3cfe3100cb88949196986e8f56028570499fa
256,random_ranking,0.05,2500,1233,1267,0.0246509594415,-0.0137205217477,0.0610843381592,246.509594415,-137.205217477,610.843381592,61.6273986036,0.00405947298513,0.00271839352387,1eaddf8e95d8b450932f7abd66d6bf7c22272f3c18c5aa5ed7b9035b7726a11e,2b5c5de909598a43ca7876ee70b545acf8a12eca36bc96419a8c7c846c862a40
256,random_ranking,0.1,5001,2488,2513,0.0269740436547,-0.000159220286024,0.0542139715921,269.740436547,-1.59220286024,542.139715921,134.897192317,0.00405947298513,0.00271839352387,1eaddf8e95d8b450932f7abd66d6bf7c22272f3c18c5aa5ed7b9035b7726a11e,2b5c5de909598a43ca7876ee70b545acf8a12eca36bc96419a8c7c846c862a40
256,random_ranking,0.2,10002,4955,5047,0.0338680380208,0.0151697454623,0.050847025848,338.680380208,151.697454623,508.47025848,338.748116284,0.00405947298513,0.00271839352387,1eaddf8e95d8b450932f7abd66d6bf7c22272f3c18c5aa5ed7b9035b7726a11e,2b5c5de909598a43ca7876ee70b545acf8a12eca36bc96419a8c7c846c862a40
256,random_ranking,0.3,15003,7505,7498,0.036747814074,0.0206145027526,0.0519415068535,367.47814074,206.145027526,519.415068535,551.327454552,0.00405947298513,0.00271839352387,1eaddf8e95d8b450932f7abd66d6bf7c22272f3c18c5aa5ed7b9035b7726a11e,2b5c5de909598a43ca7876ee70b545acf8a12eca36bc96419a8c7c846c862a40
256,random_ranking,0.5,25005,12575,12430,0.0371139854357,0.0253833035576,0.0487977413076,371.139854357,253.833035576,487.977413076,928.035205821,0.00405947298513,0.00271839352387,1eaddf8e95d8b450932f7abd66d6bf7c22272f3c18c5aa5ed7b9035b7726a11e,2b5c5de909598a43ca7876ee70b545acf8a12eca36bc96419a8c7c846c862a40
256,two_model_logistic,0.05,2500,1261,1239,0.0929268762573,0.0547051963704,0.129784402504,929.268762573,547.051963704,1297.84402504,232.317190643,0.0230829749507,0.0149334969011,1eaddf8e95d8b450932f7abd66d6bf7c22272f3c18c5aa5ed7b9035b7726a11e,2b5c5de909598a43ca7876ee70b545acf8a12eca36bc96419a8c7c846c862a40
256,two_model_logistic,0.1,5001,2534,2467,0.0751994200319,0.0485379623501,0.102116717306,751.994200319,485.379623501,1021.16717306,376.072299579,0.0230829749507,0.0149334969011,1eaddf8e95d8b450932f7abd66d6bf7c22272f3c18c5aa5ed7b9035b7726a11e,2b5c5de909598a43ca7876ee70b545acf8a12eca36bc96419a8c7c846c862a40
